HS Section,HS Chapter Code,HS Chapter,2015 / 01,2015 / 02,2015 / 03,2015 / 04,2015 / 05,2015 / 06,2015 / 07,2015 / 08,2015 / 09,2015 / 10,2015 / 11,2015 / 12,2016 / 01,2016 / 02,2016 / 03,2016 / 04,2016 / 05,2016 / 06,2016 / 07,2016 / 08,2016 / 09,2016 / 10,2016 / 11,2016 / 12,2017 / 01,2017 / 02,2017 / 03,2017 / 04,2017 / 05,2017 / 06,2017 / 07,2017 / 08,2017 / 09,2017 / 10,2017 / 11,2017 / 12,2018 / 01,2018 / 02,2018 / 03,2018 / 04,2018 / 05,2018 / 06,2018 / 07,2018 / 08,2018 / 09,2018 / 10,2018 / 11,2018 / 12,2019 / 01,2019 / 02,2019 / 03,2019 / 04,2019 / 05,2019 / 06,2019 / 07,2019 / 08,2019 / 09,2019 / 10,2019 / 11,2019 / 12,2020 / 01,2020 / 02,2020 / 03,2020 / 04,2020 / 05,2020 / 06,2020 / 07,2020 / 08,2020 / 09,2020 / 10,2020 / 11,2020 / 12,2021 / 01,2021 / 02,2021 / 03,2021 / 04,2021 / 05,2021 / 06,2021 / 07,2021 / 08,2021 / 09,2021 / 10,2021 / 11,2021 / 12,2022 / 01,2022 / 02,2022 / 03,2022 / 04,2022 / 05,2022 / 06,2022 / 07
"Pearls, Precious and Semi-Precious, False Jewelry",71,"PEARLS, PRECIOUS AND SEMI STONES, PRECIOUS METALS; COIN",83.731257,224.851475,172.03525,172.331031,228.148288,175.184907,178.002663,111.620934,98.88955,789.987779,211.507924,152.836154,165.40784,566.677594,439.135952,351.752827,831.251787,328.084835,254.442128,410.338396,283.948114,296.064304,364.895445,255.44305,187.304973,234.046377,295.982092,280.030707,864.682765,159.739982,260.338871,264.586939,321.03446,409.493428,393.432767,349.956802,235.540793,200.775882,420.881492,774.851023,283.446313,46.674524,328.497588,202.803611,251.783103,248.688279,519.300525,100.4599,380.753225,555.094008,325.642051,932.139289,280.549503,443.029397,515.572728,391.544896,524.311681,543.957615,469.924556,377.37094,397.546229,381.242317,370.723939,255.304518,25.064581,793.376113,499.838009,2149.847361,1367.456111,1095.849122,781.60051,437.060978,598.323237,380.204908,484.869978,442.238,481.191708,766.658477,329.12781,309.517587,311.802517,396.689457,2396.144789,776.213613,343.351678,414.953896,592.901499,726.636189,566.296175,477.937383,318.152621
Base Metals and Articles of Base Metals,72,IRON AND STEEL,141.044124,83.86355,167.038356,152.310648,90.70568,134.774212,182.870137,132.17744,87.551418,132.794442,103.103144,83.837893,116.05026,78.809629,102.790773,140.203151,152.801104,113.635329,55.137705,104.716093,74.851572,111.668294,116.918727,134.85951,157.829205,121.819785,113.431693,121.080621,117.546226,126.919475,103.04996,164.0155,118.836958,223.125896,245.785286,450.352809,592.635553,574.33273,494.893522,495.813643,433.945521,604.152051,413.025434,402.945436,286.187784,331.186213,341.873774,306.386515,284.944682,277.039835,284.767173,206.726265,219.119057,180.004926,168.837997,161.734722,222.791438,241.880401,177.342142,252.803399,235.936781,246.462152,253.553293,96.15147,100.99954,153.548717,170.53005,336.096791,193.783126,149.656647,203.884812,211.071324,196.655279,180.453071,358.498758,425.967328,681.536695,496.208119,661.225849,252.458526,338.352833,431.303283,515.04052,317.056419,328.522021,324.378498,610.033275,672.598523,348.045585,295.663222,233.033573
Base Metals and Articles of Base Metals,73,ARTICLES OF IRON OR STEEL,356.540569,315.127509,272.456267,224.160101,204.936661,250.985919,224.24298,248.089127,202.787526,247.298769,253.133475,293.352908,233.403772,272.7457,258.602309,314.765762,319.750393,204.829522,215.689067,286.58557,193.027515,238.674425,238.36815,247.126182,220.810108,193.409664,230.67107,221.209711,275.539369,171.225187,226.291646,213.454857,199.838894,234.184038,338.061095,284.571029,248.131905,222.189532,284.921938,308.518419,316.307333,231.226287,314.730628,207.265027,332.008122,307.949584,397.175097,375.475431,332.910024,304.868596,331.816515,329.027724,262.218848,167.874853,239.070864,214.001084,195.152502,240.267685,247.38652,311.462258,285.726111,287.491196,248.00442,168.54274,170.203655,171.675094,335.976229,309.652824,274.073747,292.181956,192.098817,253.8696,182.615759,183.711254,176.536869,156.610975,210.232894,232.40573,249.709443,311.368313,300.645445,189.021588,226.809764,275.91921,199.787446,344.444976,255.723339,319.771694,334.276741,339.601578,156.453702
Base Metals and Articles of Base Metals,74,COPPER AND ARTICLES THEREOF,196.798962,144.797597,134.115584,170.930661,147.090876,191.449668,115.772836,152.350415,133.184273,131.242526,120.712309,117.365422,121.028266,114.797492,142.923458,119.453513,149.6285,113.181729,103.637641,139.562401,88.801843,141.999792,185.752905,151.910979,165.397174,176.251691,177.943721,181.626309,189.79537,100.135083,148.575091,157.545105,146.421605,240.061033,206.741729,247.945144,206.345136,170.524536,204.333773,219.038286,210.827301,155.507434,189.591164,141.345864,145.627208,192.579378,142.928494,176.233818,169.307279,153.488116,216.355911,159.396478,135.458974,104.426604,146.475668,128.522843,142.11549,151.78209,127.452616,249.837862,162.68142,166.155507,148.807797,53.323941,57.878697,135.961154,164.909374,183.608383,212.471297,226.239086,223.345815,252.826816,132.388527,328.596361,412.310143,262.820558,267.148798,283.496847,229.865213,270.785954,265.794345,264.572445,714.785681,345.401888,593.182295,746.747614,863.141202,608.063204,1051.094006,829.552951,553.600299
Base Metals and Articles of Base Metals,75,NICKEL AND ARTICLES THEREOF,11.448446,10.056593,12.347785,8.717793,12.965825,8.727001,7.197262,13.893992,5.989412,5.563152,11.314504,14.455434,9.664708,8.793563,5.795262,8.479763,17.424497,12.690158,8.67429,11.14685,5.412348,12.912965,14.618908,17.216267,17.436292,15.128519,15.955262,21.626339,9.643553,5.202372,8.273004,9.862795,7.114104,10.379288,12.426885,16.018266,10.124541,15.781491,16.090373,13.263353,16.674423,7.813177,11.08956,9.546327,13.203337,9.034356,6.816107,7.469342,9.997562,14.613275,25.720456,25.167484,12.987035,6.515813,13.47054,13.806661,20.350314,21.76921,12.114102,15.978881,13.901962,10.793082,11.738141,4.398348,6.179657,6.768428,6.248362,15.697336,16.342551,16.704257,13.661544,19.887573,13.211448,17.127889,15.091114,12.886733,15.42797,16.296963,11.419818,26.139131,17.864811,15.557629,74.103937,39.421748,73.225144,77.086232,130.148875,32.258116,24.850893,29.789955,31.035836
Base Metals and Articles of Base Metals,76,ALUMINIUM AND ARTICLES THEREOF,506.499748,626.786119,795.481981,630.821246,628.363451,713.079305,572.830601,657.701014,640.82445,547.271374,683.386922,642.747889,628.82072,601.961136,710.645173,526.742249,648.634822,604.53471,565.528303,618.981516,484.880785,685.6341,621.256607,601.388141,598.88428,574.670219,688.675889,689.068741,707.190301,530.397792,616.442987,855.086066,707.049644,734.619001,645.742721,733.253564,658.907769,751.877629,703.291524,678.647736,769.859657,645.345295,796.541941,694.039307,694.262275,674.048701,657.456868,753.459559,707.908047,613.473462,643.592536,747.158741,719.855232,607.232928,668.484072,610.749414,679.085142,719.28984,653.239,702.299962,612.57922,616.76525,684.869122,588.93162,527.586772,651.681605,656.767524,657.82445,670.294713,749.795889,715.705507,801.179618,606.849018,694.545957,811.946093,766.716944,738.49687,815.96733,721.020242,743.142372,803.790227,808.69907,913.594357,778.531678,844.528739,945.242158,1023.442857,998.803747,1015.314194,1051.728223,874.919655
Base Metals and Articles of Base Metals,78,LEAD AND ARTICLES THEREOF,9.109399,12.936,5.673433,14.534464,14.210375,11.24174,0.880641,11.5315,1.844656,21.2635,10.57425,8.202932,16.186847,6.338152,13.91875,10.285654,10.624088,18.30525,5.687518,16.297125,4.214911,12.718575,13.95,13.8835,15.093663,18.717229,12.057478,6.150556,11.683046,5.997167,7.134357,14.004258,14.184675,22.432862,19.602651,16.641326,11.10799,12.590143,9.88653,21.087836,10.098722,9.410551,11.566938,8.261286,17.549313,23.381647,26.874917,36.886013,26.083962,17.028643,21.535883,9.705511,14.308995,9.42478,20.955129,11.658095,34.591555,32.5518,23.133772,14.205781,22.914764,17.317247,6.947789,1.744791,0.009199,3.857583,44.079973,24.060698,27.200485,14.604105,24.250417,16.360246,26.140502,19.329839,44.419701,21.764503,26.187608,41.315165,31.087755,32.616175,24.031909,38.437867,30.988425,37.818888,42.784108,27.025599,48.982696,30.895189,18.559449,31.777047,31.858582
Base Metals and Articles of Base Metals,79,ZINC AND ARTICLES THEREOF,7.023211,6.029698,12.143164,9.158789,6.120566,6.02271,3.664271,7.740328,5.041293,7.910444,6.306003,4.236148,5.420145,5.816206,8.051563,8.943061,11.521384,6.887367,4.952826,6.156442,9.642026,8.666745,8.595568,8.773034,12.934455,10.326354,8.986848,11.923464,10.36127,4.712238,9.245555,10.0231,9.353208,12.208933,12.31487,14.797969,13.694678,11.270484,12.632128,10.24969,14.279282,10.538124,10.635404,9.902222,8.666342,9.124003,9.521253,10.08868,9.740002,7.503326,10.334221,10.840617,9.361222,7.473578,8.864317,5.344148,7.060012,7.939416,9.409383,8.79285,8.477365,9.236738,10.470757,5.447591,5.256545,6.548826,7.175647,10.171789,9.298919,6.80315,9.963805,14.164674,11.847596,11.056457,13.206276,12.189375,14.55014,10.989354,7.333645,11.228985,9.599895,11.677814,15.303512,16.716664,30.253037,16.619148,24.311884,18.882948,18.652218,38.907875,17.787858
Base Metals and Articles of Base Metals,80,TIN AND ARTICLES THEREOF,3.335305,2.920333,2.738906,3.128466,3.178011,3.583906,4.205742,3.978344,0.34125,1.094778,1.061605,1.090275,0.372364,0.456637,0.476259,1.32374,1.32101,2.651274,0.560032,0.718059,0.822987,1.367952,1.196087,1.063313,0.91838,1.299266,1.519812,1.672071,2.941519,0.78248,1.448479,2.271906,1.206115,1.977431,1.898054,2.28162,2.659938,2.43238,2.44934,3.31851,3.246245,1.337749,2.893528,2.150047,3.359471,3.097798,2.975031,3.11474,3.008022,3.092374,3.878995,4.183537,3.016528,2.396287,2.624091,2.316189,3.187463,3.072259,2.756997,2.747512,2.436563,2.604178,2.51757,0.828734,1.645923,1.951922,2.376248,2.28306,3.065981,4.42423,3.703087,3.914602,3.743553,5.20305,3.585103,2.11821,1.283464,1.724115,1.696109,2.510994,3.432634,2.891388,2.620693,2.291409,3.034877,2.103227,2.57227,1.807764,2.708028,3.065356,0.921654
Base Metals and Articles of Base Metals,81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF,0.011868,0.480364,0.108952,0.123668,0.0025,0,0.268477,0.022796,0.240386,0.861129,0.0903,0.521048,0.896328,0.513164,1.663725,1.782161,0.212768,4.559165,0.264929,0.134435,0.006642,0.029802,0.04556,0.132374,13.626262,0.726199,0.006294,0.320888,0.110984,0.004934,0.114968,0.0798,0.018849,0.022553,0.52824,0.0016,0.264783,0.649586,0.778883,0.341801,0.242812,0.33192,0.369375,0.000915,0.002314,1.094715,0.00191,0.294063,0.124766,0.01815,0.07605,0.329306,0.053689,0.007207,0.027189,0.153523,0.025471,0.11063,0.161773,0.470103,14.075461,8.319659,7.162044,10.04728,3.296355,6.649021,3.823789,9.88517,10.861745,10.124082,13.636548,9.254799,0.051825,4.139202,12.502986,9.994512,14.755797,14.410759,14.577367,21.050029,10.156973,16.793123,17.377764,23.525795,14.675918,2.253806,18.765004,25.021917,43.227636,53.35523,19.572325
Base Metals and Articles of Base Metals,82,"TOOLS, IMPLEMENTS, CUTLERY, SPOONS, FORKS OF BASE METAL",7.454173,6.138555,9.934652,9.712483,13.286551,6.607854,3.509557,4.534793,9.531632,7.749541,11.596768,5.770879,12.300656,10.820547,9.441903,6.944048,7.313684,4.988572,4.177721,6.917397,5.791172,9.314825,7.335961,6.546473,5.913662,5.226847,12.676463,10.933508,16.469039,20.912088,13.511534,27.136727,9.270531,16.91563,14.141349,10.029026,7.493215,10.175337,7.294994,19.194569,17.209627,6.112048,19.232888,5.851717,10.787806,7.144318,9.660197,17.398846,17.584934,9.030088,19.611588,15.591501,11.722951,11.591576,11.734118,13.410063,8.208886,11.327713,8.240507,11.474723,23.510411,13.214596,18.91114,4.06304,4.926272,5.923047,8.826059,11.207295,15.353252,12.050575,13.955232,24.96421,32.0829,29.448776,29.857087,105.708058,31.56294,17.112314,18.683562,15.174251,16.180696,16.902623,17.724869,38.368272,23.639721,89.806953,208.523215,139.957264,12.894072,15.054607,13.442909
Base Metals and Articles of Base Metals,83,MISCELLANEOUS ARTICLES OF BASE METAL,41.029955,63.858592,72.803533,66.461436,60.133732,54.459074,52.34676,55.928987,45.426989,53.768317,52.204615,49.459488,49.084024,36.286987,51.492388,55.801847,36.948054,39.740908,38.287562,54.731476,25.358513,34.365289,27.842491,24.354211,27.695399,34.798067,51.848052,48.843922,40.241277,38.922668,40.030004,42.261498,37.449509,21.079282,23.429335,17.462154,30.339191,25.034065,46.089801,62.319529,48.994244,20.01404,36.234713,27.290294,27.392704,37.107515,83.183525,104.273962,25.196437,27.36568,32.063924,38.876931,32.558815,31.966716,34.651597,23.135654,24.754654,23.104675,21.801237,24.727118,40.611983,34.37056,43.162945,32.096898,26.778662,34.459278,32.454826,31.17748,28.558423,26.863111,31.550534,31.105883,34.191797,30.662373,48.180954,50.7318,54.153871,50.33473,48.560465,48.630805,39.487361,44.024742,41.392423,47.612761,40.743515,45.492822,51.949753,38.41748,43.739382,64.239256,46.595358
Machinery and Mechanical Appliances; Electrical Equipment; Parts Thereof,84,"BOILERS, MACHINERY, MECHANICAL GOODS; PARTS THEREOF",431.852173,600.946386,598.957764,630.013057,565.750086,526.607337,414.69914,608.79453,467.963584,471.378705,558.191751,567.501377,377.752531,441.511679,703.514038,468.041924,743.389388,573.360085,316.77746,492.96502,487.47285,510.593667,438.307269,570.326097,661.998824,365.991,606.740825,633.878875,501.375064,357.426616,463.958143,543.619634,255.614963,628.256788,616.778582,665.552419,429.030567,570.079573,695.022428,1177.454281,614.337449,462.908545,831.792124,376.048433,508.199225,561.70951,565.45143,567.320008,698.638055,741.848462,484.474618,664.807092,499.109562,384.745993,755.437428,370.544149,598.16782,719.821346,427.525598,677.833698,608.196209,655.773456,880.305751,278.173001,309.491042,455.433472,338.807109,398.95042,465.74266,602.371274,524.79269,568.335183,685.169896,466.946294,803.330471,332.610437,546.888129,652.000556,498.517711,748.644233,829.146584,625.391688,582.239259,1012.569501,645.038477,468.196478,681.037686,763.433952,603.548927,1067.213992,762.915981
Machinery and Mechanical Appliances; Electrical Equipment; Parts Thereof,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF,384.428959,359.100569,571.054135,318.74863,437.709507,293.367235,277.219463,392.637718,233.107661,378.991962,337.30219,380.446835,492.83154,207.084513,324.975856,360.897687,405.859757,395.835786,267.507517,378.994804,307.813308,380.369201,370.907912,431.845339,317.721101,244.192108,342.973362,312.873407,388.131861,245.650602,418.032063,438.80789,219.399066,346.2941,376.039931,444.967027,381.354282,367.475744,400.500987,435.495696,445.439687,381.525976,402.835969,286.58114,431.02613,366.83353,249.778287,392.992785,489.597697,306.183091,343.682895,406.577479,354.369103,292.22984,566.195469,409.97366,549.89768,472.096229,449.618008,440.155997,353.048635,387.813573,305.671604,271.777398,310.684215,318.19012,426.321632,465.955781,573.165305,310.537639,535.979896,620.529541,476.674968,400.815136,631.430342,603.302352,764.812088,673.297366,436.228173,569.882675,599.814297,638.4229,563.754082,749.994654,904.081236,772.278267,954.845211,732.622647,787.293455,1150.017427,620.703102
Transport Equipment and Parts Thereof,86,"RAILWAY OR TRAMWAY LOCOMOTIVES, PARTS THEREOF",2.44703,1.100799,8.078244,3.321467,3.585477,1.508679,2.102006,5.261153,1.965073,3.7185,3.745645,3.227796,8.225885,3.880407,3.093084,4.218774,2.34588,6.755009,6.866507,3.009776,2.601771,4.420099,17.968185,1.678369,3.131254,2.141232,3.304068,6.364296,2.789829,24.774099,4.659289,3.620616,2.868714,8.942237,4.683797,3.223058,5.635741,2.577977,11.106041,5.574431,5.113881,0.692924,4.820296,1.5843,12.458112,6.980502,3.906016,4.706728,3.777397,12.659057,24.384655,13.541511,16.145052,23.922429,5.658924,5.258561,8.250382,2.532501,7.474709,5.101019,11.358648,1.858383,2.397264,1.625991,2.166123,3.432328,3.724713,7.448452,7.788809,11.266593,3.652091,18.956657,7.400033,7.853238,5.793858,10.403412,6.804369,8.558272,1.842213,6.434635,1.438319,1.266909,2.142976,4.037935,3.973521,1.467699,2.715253,1.971085,2.898722,2.727882,1.347638
Transport Equipment and Parts Thereof,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY; PARTS THEREOF,572.036393,520.563882,425.755615,480.247258,465.245747,542.375573,308.889163,392.194766,319.871527,374.72958,405.510581,348.789413,324.917199,304.867369,321.843979,381.018908,385.215928,442.677688,248.741532,459.225996,272.348536,526.314713,464.040296,381.770381,432.41625,350.875399,642.418652,467.037125,511.321003,506.950973,568.660813,634.065749,456.356325,603.998383,606.419124,681.437494,294.079639,359.016499,471.132134,571.734559,555.956757,326.764983,499.782275,316.136651,389.961371,414.208988,423.077152,358.427638,444.966246,330.067786,351.181935,340.662637,306.813773,212.030901,380.797757,253.238191,319.708689,329.75219,331.441396,1021.020551,458.254067,351.352781,261.444424,280.885656,93.708687,169.26356,272.565121,359.002872,346.332893,326.464982,319.162472,575.060501,375.972268,330.500044,383.364329,459.899432,241.106567,293.648591,206.495096,284.275178,301.38458,294.225537,389.702676,2594.626432,406.218871,375.625759,499.520479,385.519133,442.69086,584.78425,464.571117
Transport Equipment and Parts Thereof,88,"AIRCRAFT, SPACECRAFT AND PARTS THEREOF",197.394654,123.652765,727.956726,219.867246,145.656113,112.449048,325.724804,145.791512,77.659567,130.172303,199.804369,144.312172,152.44523,273.628724,376.170969,121.603185,209.123083,116.945945,163.445669,135.037196,126.020362,154.083909,175.878171,123.488742,136.862332,283.723055,143.386274,289.323677,101.133952,173.260263,127.348129,169.993873,50.511116,137.618753,245.950391,91.171378,150.036297,279.908542,180.597133,130.559102,147.424351,135.225093,374.581004,273.131041,295.247774,400.372412,233.979824,222.504213,160.574499,245.211145,407.709182,307.171044,271.711112,235.83997,223.89594,237.027738,205.969563,264.609507,269.25708,417.250221,281.246074,255.011072,145.134564,210.873254,54.79721,132.898338,122.647659,196.976575,202.212296,178.881621,175.657034,163.762052,211.253847,445.737525,215.572356,265.592672,168.914703,222.160132,277.094401,327.73167,149.617151,203.828532,176.434697,198.373085,181.197546,101.601574,216.358774,150.132425,261.953182,248.606237,128.970605
Transport Equipment and Parts Thereof,89,"SHIPS, BOATS AND FLOATING STRUCTURES",1307.834282,606.507877,420.303068,642.893758,180.91459,306.521906,740.840039,965.124358,761.326195,633.858745,1206.899028,1936.056825,864.245055,1059.107527,943.846733,747.567653,765.435139,817.267791,271.409573,594.758784,934.658383,857.427155,622.769126,587.864718,438.232953,517.423922,1363.328592,620.138707,655.324641,355.470214,429.407914,607.102647,512.59398,1023.85449,1395.677581,1390.983718,596.570435,208.1049,961.933956,410.601474,949.239821,533.058352,537.306692,646.154048,1097.274503,243.532664,938.625871,389.183811,518.668111,1159.439985,2183.021139,1102.049797,870.337395,1510.67913,600.368669,855.971562,1555.672326,784.641145,1667.990203,1799.797992,982.766322,723.936763,56.806731,603.983418,1531.651767,1842.631196,1590.26728,841.892359,329.977817,919.73862,3242.160751,799.108466,1622.157737,1404.610397,1003.711481,821.788894,685.198532,535.079669,420.312317,426.241696,2813.43891,1607.252905,1322.968491,1764.19682,1599.084939,979.880949,730.228787,1309.925612,1336.337101,1871.586379,3185.948859
"Optical, Photographic, Cinematographic, Clocks and Watches parts Thereof",90,"OPTICAL, PHOTOGRAPHIC, MEASURING AND MEDICAL INSTRUMENT",81.371938,53.561735,67.964872,86.816577,62.206812,54.589812,49.702389,55.445071,31.896394,59.927762,53.333498,84.365443,37.910036,80.847968,96.32352,68.690993,61.020443,63.100251,57.185648,57.354406,43.799612,51.504822,55.572163,75.501316,61.905446,62.438088,61.723597,89.284303,73.688672,51.068373,73.054169,153.459867,109.651265,126.660784,53.498924,90.428296,67.01776,72.965062,63.420246,77.094774,65.669712,74.095866,97.320552,46.516681,131.984129,106.783263,83.988715,64.963144,78.247887,111.54897,60.279827,58.494776,72.207719,82.762393,145.167457,54.622394,84.242119,96.793576,91.201989,89.15368,105.597767,75.593769,76.145667,103.709035,73.693107,101.301508,118.457248,85.760845,115.016279,124.429562,119.939912,166.840188,56.560579,115.255696,272.06002,95.548131,72.359434,90.388021,53.230734,65.492256,94.708184,56.085998,70.772801,102.344474,88.644139,92.439329,270.565089,120.660224,64.594239,77.632366,63.995502
"Optical, Photographic, Cinematographic, Clocks and Watches parts Thereof",91,CLOCKS AND WATCHES AND PARTS THEREOF,3.972709,4.402725,6.641407,1.352226,3.178101,2.248006,5.634237,1.267547,1.497975,5.662766,6.574633,9.249554,0.803133,8.611332,5.63939,1.553616,4.074529,8.65792,35.048082,5.983353,8.816344,6.573887,4.642501,6.398891,3.178057,17.264084,10.552665,5.626541,13.814844,4.293436,6.02624,5.924016,1.342369,21.426473,12.567721,5.246264,11.512567,10.399801,21.982178,9.635989,53.556091,10.648125,8.220739,30.193477,21.703675,29.439968,27.912196,22.706574,15.828809,75.494734,35.08965,26.013997,43.15529,24.404641,31.36127,18.442386,21.415115,35.090394,45.450155,32.525018,38.16449,46.024788,21.70044,18.027863,11.359823,41.227626,28.280293,54.218759,51.918732,28.114279,45.934899,65.478574,13.985908,43.346413,85.067489,65.271406,69.382324,72.902247,55.339251,75.194323,88.293449,38.917893,139.307206,96.525891,76.331178,103.293998,77.612763,108.705482,96.146531,85.757227,43.533874
"Optical, Photographic, Cinematographic, Clocks and Watches parts Thereof",92,MUSICAL INSTRUMENTS AND THEIR PARTS,0.008975,0.00081,0.005,0.005,0,0.01,0.005,0.01,0.0062,0.005,0.00075,0.010744,0.00005,0.031421,0.00002,0.001651,0.027267,0,0.005,0.01,0.0185,0.000549,0.033528,0.037744,0.004978,0.001042,0.440037,0.012868,2.083861,0.0002,0.00005,0.0005,0,0,0.0001,0.17234,0.0014,0.026435,0.021065,0.0062,0,0.06073,0.190215,0.002,0.07539,0.092008,0.033762,0.025657,0.408364,0.214327,0.09287,0.893208,0.0029,0.590356,0.154377,0,0.000127,0.464873,0.999788,0.142967,0.239655,0.345595,0.178375,0,0,0.001327,0.017487,0,0.001647,0.00105,0.067513,0.024904,0.00548,0.000563,0.001412,0.00035,0,0,0.003057,0.000025,0.0102,0.020797,0.008578,0.003165,0.013469,0.77162,0.318914,0.026104,0.050043,0.075669,0.026924
Arms and Ammunition; Parts and Accessories Thereof,93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,26.151832,4.041186,135.816389,383.823052,95.524409,0.3165,427.326389,97.083262,64.342173,13.639816,127.520264,26.597077,39.97548,29.944334,17.443027,20.239232,86.410069,4.249137,1.434604,53.790163,29.889177,23.714779,2.898249,64.621231,5.81625,2.645909,25.260206,90.712222,5.939294,2.743907,29.6345,5.095596,1.92,7.312559,3.159456,1.033996,40.768656,24.005491,0.500734,15.582479,23.508,0.001125,6.112437,0.873892,3.735474,5.18954,0.671493,1.320949,24.293541,1.022896,3.138986,1.562378,0.244429,0.436911,45.072997,0.212349,40.549795,59.336956,10.009005,21.300162,6.715649,2.288064,6.96848,1.812634,1.826051,27.656057,14.470027,20.808118,36.742712,38.354397,36.275728,18.427071,118.597556,21.049807,22.598224,7.110178,19.069028,45.55287,44.147261,0.749959,10.239301,14.830856,47.700239,2.806743,27.040822,75.834363,49.571787,13.350559,4.702031,25.562453,21.469985
Miscellaneous Manufactured Articles,94,FURNITURE; MATTRESSES; LAMPS; SIGNS; PREFAB BUILDINGS,39.108076,33.045844,38.63245,36.215904,44.972974,32.777577,24.163753,33.199197,29.403653,38.089268,40.172039,44.275363,23.4532,25.134836,36.155664,45.450097,36.121426,27.772611,17.024412,29.542536,22.722463,33.13572,37.265783,38.713005,30.329027,27.474524,42.942553,42.517139,39.399869,21.658614,27.97727,31.180798,28.792296,35.01817,93.978978,43.430416,38.374573,34.526621,29.651431,38.692951,78.612109,19.419956,35.423097,31.035314,35.25412,42.676911,39.636673,29.999489,29.345406,22.893857,29.726137,35.890641,23.583077,17.449738,25.359507,19.12978,27.681493,32.37348,32.279606,38.414669,33.81679,21.718174,20.841067,10.188078,7.402283,15.23034,17.753969,20.832981,23.639422,26.989738,43.716271,29.47797,24.445595,27.761791,18.817927,22.296501,16.234108,38.742763,23.11163,18.716396,38.117731,23.259289,33.557722,29.378938,26.079312,22.69349,32.035854,29.257541,22.914216,22.612047,24.351155
Miscellaneous Manufactured Articles,95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS",6.25357,1.049327,9.86565,3.010732,3.990793,1.928199,2.208125,2.530524,1.140014,4.824304,4.694959,2.214857,5.559037,8.094415,5.226735,17.610546,8.749251,5.334465,1.534735,3.561371,3.508021,2.695355,2.806552,6.988926,5.312406,2.888536,3.734776,4.327773,2.142519,0.995572,0.92976,10.007433,2.952913,3.493723,2.993206,4.912791,2.792666,5.129199,4.581939,5.646524,23.324036,4.937069,4.357288,4.778709,8.096271,30.388927,79.522847,46.435216,9.959048,3.642008,11.817703,6.337134,7.005812,21.212014,15.76118,6.261102,7.789707,26.505064,65.785867,77.545813,50.256106,44.361597,14.967779,17.882825,5.730549,3.667606,8.696697,6.40755,11.676772,7.184751,8.621839,18.673365,26.697087,26.883985,17.44013,28.496011,12.317131,6.579889,8.216464,10.721432,661.753666,21.269133,24.68779,27.871321,68.634123,55.06681,143.478907,222.021905,28.644482,40.278644,20.4433
Miscellaneous Manufactured Articles,96,MISCELLANEOUS MANUFACTURED ARTICLES,78.694285,82.728807,89.211536,84.440807,93.014855,90.347468,60.062019,71.743803,60.843139,77.285254,61.793301,66.876087,74.553344,78.962747,82.669399,74.764399,71.169557,69.580239,63.368135,76.095201,64.727449,81.882872,78.749605,72.305378,65.915164,59.376276,64.151249,68.570048,68.414139,63.929924,67.280677,69.972305,58.197265,65.572057,65.063483,75.064997,58.43086,71.63554,84.599772,76.253369,83.970068,66.886689,94.564344,64.751287,87.377344,89.214426,89.825601,103.887933,86.059411,81.127344,115.311242,82.943316,87.066541,63.501577,89.367541,78.205734,92.6724,79.808347,95.15207,89.595987,80.450807,87.270081,92.83026,84.152851,89.513615,75.733511,114.476361,94.043375,97.671968,92.872991,97.735005,105.561651,99.515344,89.209093,122.105214,105.34246,72.695882,124.129455,89.898096,78.921347,102.620039,90.91333,89.122754,90.627576,68.188769,77.650767,125.153156,92.585851,81.016581,88.82554,74.370616
"Works of Arts, Collectors Pieces and Antiqes",97,"WORKS OF ART, COLLECTORS' PIECES, AND ANTIQUES",0.026192,0.158511,0.085443,1.975987,0.08448,1.705864,0.078401,0.238533,0.045905,0.84097,0.075761,0.082563,1.422642,0.921219,0.601869,2.67466,43.835983,0.122916,0.222447,2.470106,0.3277,0.015734,120.171308,340.333819,0.084279,0.050693,0.108024,0.03345,0.50154,0.015613,0.188173,3.754626,0.594799,3.213483,0.183881,457.707383,0.015505,0.031903,0.051654,0.282901,0.188751,0.029403,0.063138,0.03738,0.736543,459.048035,0.202841,0.91256,2.179985,1.322454,2.290146,68.253989,0.113874,0.060785,0.237803,102.502462,695.712146,10.435387,393.989531,299.244176,5.834883,1.169756,0.185423,0.000268,0.022691,0.880796,0.06491,0.106848,0.22583,96.078947,0.350194,1.385404,0.14472,2.315611,0.020315,0.225815,0.390384,0.849289,0.117161,0.394432,15.100936,6.937282,0.675158,0.081417,0.058398,0.69675,0.328085,3.886603,4.435822,5.225897,3.797802
